ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.7053,-2.9555,10.7057,-1.0618,-2.9023,9.307,-0.8008,0.0588,1.1734,-0.7173,0.4115,-0.1874,53.7204,-19.95,22.2,-58.5,80.73,17.21,6.51,2,1003.12,55.516,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,120511,2018-03-09 10:31:29:806
0.7712,-1.4849,8.2916,0.5436,-1.4524,9.6833,0.1467,-7.00E-04,-1.3883,0.0592,-0.0445,-0.2817,56.441,-28.35,13.05,-56.4,84.72,10.5,-1.16,2,1003.12,53.387,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,121011,2018-03-09 10:31:30:306
0.4646,-0.1198,8.7801,0.5319,-1.0311,9.7378,-0.7833,-0.0128,-0.8021,0.7458,-0.7193,-0.7073,58.1147,-29.1,7.2,-55.65,87.98,6.04,-3.13,2,1003.13,54.41,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,121512,2018-03-09 10:31:30:807
1.6861,-1.4322,10.4567,0.5953,-0.6381,9.7677,0.3495,-0.6104,1.2291,-0.2539,0.0839,-0.2519,59.475,-30.15,4.05,-57.75,79.41,-0.49,-5.65,2,1003.13,56.076,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,122012,2018-03-09 10:31:31:307
-0.5125,2.2274,7.1946,0.9684,0.4834,9.7467,-2.7076,3.0967,-4.8896,-0.3796,0.7433,1.46,57.5018,-29.7,-3,-56.1,90.24,-2.83,-5.67,2,1003.13,41.753,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,122512,2018-03-09 10:31:31:807
-1.3268,-1.6574,9.6184,-0.0381,-2.2174,9.5526,-2.3744,-0.4646,9.7037,-3.1685,1.049,-0.4884,55.6494,-26.4,9,-60.3,56.14,-3.44,-6.55,2,1003.11,57.559,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,123011,2018-03-09 10:31:32:306
-1.6334,-0.5125,10.5093,-1.2242,-0.1372,9.729,1.6351,-1.1739,2.4133,-0.7035,-0.2346,0.8384,56.5756,-18.6,3,-60.9,85.28,0.8,7.17,2,1003.11,56.583,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,123511,2018-03-09 10:31:32:806
-1.1831,-0.6802,9.7573,-0.8402,-0.5392,9.7557,-9.00E-04,0.1453,-0.1564,-0.1037,0.0312,-0.0212,56.2738,-19.65,2.25,-60.15,94.57,3.89,4.4,2,1003.1,40.883,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,124012,2018-03-09 10:31:33:307
-0.7472,-1.2119,9.2448,-0.3127,-1.3629,9.7065,-0.4426,0.1502,-0.4462,0.3692,-0.2511,0.0922,52.2278,-20.85,9.45,-59.55,90.03,8.75,3.58,2,1003.1,40.642,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,124512,2018-03-09 10:31:33:807
-0.6227,-1.2071,9.8914,-0.2772,-1.1768,9.7318,-0.1294,-0.0953,0.0944,0.0507,0.0354,-0.0026,53.5881,-22.2,9,-59.55,86.51,7.25,1.27,2,1003.11,54.368,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,125012,2018-03-09 10:31:34:307
0.0814,0.6754,8.9622,1.4333,-0.0996,9.7008,0.2279,-0.5335,-0.0408,0.2419,-0.0147,-0.3648,54.96,-30.9,-4.95,-57.45,104.12,0.58,-8.4,2,1003.12,56.036,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,125513,2018-03-09 10:31:34:808
-0.3257,1.6957,10.7201,0.9078,1.6132,9.6304,-1.1831,-0.0149,1.089,-0.1815,-0.1606,-0.1224,59.2219,-27.45,-12.6,-54.15,99.28,-9.47,-5.38,2,1003.11,47.146,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,126011,2018-03-09 10:31:35:306
1.1304,1.6717,11.3093,1.4872,1.7487,9.5342,1.1309,-0.0927,2.4589,-0.6604,-1.3654,-0.9097,58.2841,-24.9,-18,-52.35,105.7,-12.31,-3.11,2,1003.11,58.026,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,126512,2018-03-09 10:31:35:807
-2.3136,6.2893,11.2087,1.8764,3.2628,9.0556,1.6993,-0.8053,-3.1866,-0.9608,1.3894,0.6248,47.8706,-36,-28.2,-40.2,105.41,-23.72,-19.97,2,1003.11,57.281,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,127011,2018-03-09 10:31:36:306
0.8335,5.2355,8.9238,1.7852,5.0668,8.2043,-0.693,0.1919,1.5057,-0.0968,-0.8941,0.0011,50.9789,-30.6,-35.7,-38.25,110.34,-31.11,-12.28,2,1003.1,54.524,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,127512,2018-03-09 10:31:36:807
3.2381,5.1732,8.3107,2.7522,5.9048,7.33,0.5538,-0.903,1.1677,0.3916,-0.3444,-0.6364,42.8054,-29.4,-40.35,-31.2,116.61,-35.37,-21,2,1003.09,48.577,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,128011,2018-03-09 10:31:37:306
-2.8884,6.2318,6.2702,0.453,6.8027,7.049,-0.1317,0.0565,-0.9662,0.2142,-0.3731,-1.1083,44.2122,-10.65,-43.8,-28.8,143.57,-44.41,-13.83,2,1003.09,46.082,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,128512,2018-03-09 10:31:37:807
-1.346,5.4894,8.2868,0.5447,6.4252,7.3885,-1.8644,-0.7662,1.1227,0.349,-0.4259,-0.1064,44.7902,-6.45,-41.4,-33.15,150.77,-41.11,-2.35,2,1003.09,59.733,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,129012,2018-03-09 10:31:38:307
2.2034,6.1648,8.9095,0.3736,5.9449,7.7903,2.2644,0.1282,1.3685,-0.1826,0.4871,0.4187,44.9109,-8.4,-40.2,-35.85,146.45,-39.25,-4.39,2,1003.09,58.329,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,129511,2018-03-09 10:31:38:806
-0.3305,6.4474,5.6954,0.4714,6.859,6.993,-0.3901,-0.2208,-1.5404,0.8709,-0.1782,0.1774,44.3445,-8.1,-42.75,-30,147.66,-44.38,-3.86,2,1003.08,55.72,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,130012,2018-03-09 10:31:39:307
0.4455,7.2282,6.4522,1.074,7.2494,6.5164,-0.6557,-0.0274,-0.1068,0.0651,0.0823,-0.0612,43.1049,-8.85,-44.25,-28.8,153.84,-47.25,-10.04,2,1003.06,50.001,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,130512,2018-03-09 10:31:39:807
3.1327,7.482,7.8221,1.6469,7.0554,6.6091,0.9475,0.5215,-0.4801,-0.1767,0.3219,1.1836,41.2641,-18.3,-43.8,-29.55,122.42,-46.01,-13.99,2,1003.06,53.198,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,131011,2018-03-09 10:31:40:306
4.9481,5.1445,7.3479,3.322,5.154,7.6531,1.0625,-0.3965,2.2364,-0.5714,1.3371,0.3767,44.3445,-31.35,-37.05,-34.2,104.06,-36.59,-22.5,2,1003.06,49.285,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,131512,2018-03-09 10:31:40:807
2.5004,3.7602,7.5491,2.8367,3.7241,8.6171,-1.7714,2.1047,-2.7757,-0.5512,1.0783,-1.1515,51.5917,-38.25,-24.3,-42.15,95.91,-22.26,-23.91,2,1003.06,55.547,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,132012,2018-03-09 10:31:41:307
2.4142,2.7639,10.4806,1.8165,3.9619,8.7849,0.2761,-0.5248,1.0538,1.0838,0.1517,0.0165,51.1576,-24,-31.5,-43.65,134.04,-19.81,-12.04,2,1003.05,44.893,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,132511,2018-03-09 10:31:41:806
1.1065,5.6283,8.4353,0.9019,5.4498,8.1029,0.3396,0.1241,-0.0315,-0.3389,-0.3687,-0.4921,43.6736,-17.85,-38.55,-39,125.76,-33.76,-6.35,2,1003.06,48.592,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,133012,2018-03-09 10:31:42:307
2.5244,4.4691,9.2783,1.0995,5.2859,8.1866,2.1586,-1.1064,0.3391,-0.4028,0.1075,1.0855,43.2396,-19.95,-36.15,-39.3,112.83,-34.05,-3.95,2,1003.06,43.701,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,133512,2018-03-09 10:31:42:807
-0.0575,5.8103,7.9323,0.7022,5.5116,8.0808,-0.4207,0.3021,-0.9048,0.3221,0.1,-0.351,40.8671,-17.4,-38.4,-38.25,132.41,-31.97,-7.02,2,1003.06,43.375,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,134012,2018-03-09 10:31:43:307
0.0096,4.0715,10.7297,0.6029,3.8412,9.0029,-0.9291,-0.7125,-0.336,-0.6825,-0.1951,-0.2168,40.9252,-16.65,-37.05,-40.8,127.67,-31.52,-5.19,2,1003.07,67.862,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,134511,2018-03-09 10:31:43:806
0.4838,4.9721,8.2341,-0.0134,5.0684,8.3953,0.3529,-0.051,-0.0581,-0.0257,-0.2084,0.0091,44.9596,-14.4,-37.5,-39.75,128.06,-31.12,0.09,2,1003.06,61.19,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,135012,2018-03-09 10:31:44:307
-0.2347,5.7289,8.6556,0.1699,5.5232,8.1016,-0.7276,0.4702,0.2054,0.2294,0.2369,0.0543,41.661,-12.45,-39.15,-37.05,135.07,-34.28,-1.2,2,1003.08,62.259,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,135512,2018-03-09 10:31:44:807
-1.3652,5.7145,6.5528,0.0902,5.7711,7.9283,-1.8191,0.2864,-0.0529,-2.00E-04,-0.2851,0.1406,40.8671,-12,-40.65,-35.25,135.27,-36.23,0.55,2,1003.07,59.517,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,136012,2018-03-09 10:31:45:307
0.4455,4.9529,9.0436,0.5981,4.7795,8.5422,-0.0974,0.0644,-0.2675,0.051,0.2305,-0.3734,44.0799,-21,-31.95,-39.75,115.06,-28.9,-6.39,2,1003.08,41.669,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,136512,2018-03-09 10:31:45:807
-0.1772,5.2307,8.2724,0.174,5.0547,8.4018,-0.414,0.491,-0.4449,0.1404,0.0814,-0.2008,44.3352,-16.35,-36.75,-39.9,128.14,-30.06,-1.39,2,1003.09,45.421,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,137012,2018-03-09 10:31:46:307
-0.4119,5.6954,8.1047,0.0316,5.4049,8.1827,-0.3588,0.4045,-0.4117,0.1655,0.2752,0.1273,47.606,-14.4,-39.6,-38.1,131.84,-33.45,-0.22,2,1003.09,58.624,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,137512,2018-03-09 10:31:46:807
-0.2826,5.3936,8.7945,0.4387,5.0621,8.3877,-0.0472,0.0393,-0.3368,0.1133,0.1021,-0.3132,47.9936,-19.35,-35.85,-40.95,111.11,-29.94,-4.01,2,1003.1,54.074,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,138011,2018-03-09 10:31:47:306
-0.0479,6.5576,7.2569,-0.0784,6.0071,7.751,0.0735,0.7972,0.558,0.3892,-0.0183,-0.1869,43.0794,-16.2,-40.05,-36,126.15,-35.89,-1.29,2,1003.11,56.431,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,138511,2018-03-09 10:31:47:806
4.4547,0.5796,2.007,0.994,4.0497,8.8759,2.1113,-1.6357,2.671,4.2572,-0.0603,-0.6908,46.3199,-19.65,-31.95,-45,100.25,-31.94,4.37,2,1003.12,55.922,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,139011,2018-03-09 10:31:48:306
-2.4046,2.4286,9.2735,-2.1422,3.1628,9.0321,-0.4818,0.3213,1.2513,0.1687,-0.8502,-0.2242,59.4657,4.2,-30,-49.35,144.13,-19.76,14.72,2,1003.12,55.968,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,139511,2018-03-09 10:31:48:806
0.3257,4.402,8.5981,-0.9145,3.9325,8.937,0.331,0.3253,-0.0541,0.1484,-0.2148,0.0895,54.4586,-6.9,-33.6,-48.15,136.03,-23.64,5.84,2,1003.11,54.841,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,140013,2018-03-09 10:31:49:308
-1.2646,3.3674,9.5897,-1.299,3.3465,9.126,0.1235,0.1771,0.4527,-0.267,0.2342,-0.0346,56.8774,-6.3,-27.6,-49.35,126.54,-20.98,7.29,2,1003.12,41.024,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,140511,2018-03-09 10:31:49:806
-1.2406,3.2333,9.2783,-1.3238,3.1563,9.19,0.0955,0.0473,0.0614,0.1527,0.0148,0.1481,60.884,-5.55,-27.3,-50.55,125.98,-18.77,8.2,2,1003.12,59.489,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,141012,2018-03-09 10:31:50:307
-0.3257,4.4068,7.6497,-1.2376,3.5799,9.0456,0.8217,0.6235,-1.3238,0.7849,-0.1849,0.0858,59.9578,-3.75,-27.3,-52.2,131,-17.63,8.8,2,1003.13,57.814,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,141511,2018-03-09 10:31:50:806
-0.5461,3.947,8.7897,-1.4497,3.0359,9.2115,0.6174,0.5403,-0.2864,-0.6414,0.2518,-0.2269,58.1054,-3.75,-30,-49.8,133.82,-21.2,7.72,2,1003.13,54.166,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,142012,2018-03-09 10:31:51:307
-2.8405,4.7469,8.6317,-2.106,3.8736,8.7596,0.1166,1.1656,-0.5147,-1.8124,-0.0994,-2.0862,56.7915,20.85,-22.35,-44.4,195.81,-22.4,9,2,1003.13,39.926,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,142511,2018-03-09 10:31:51:806
-1.2885,-0.9101,13.3259,-2.9057,-0.9024,9.3227,1.1958,-0.1304,3.3974,0.0166,-0.388,-0.4196,69.9837,22.65,1.65,-53.4,241.97,5.28,17.31,2,1003.11,41.601,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,143012,2018-03-09 10:31:52:307
-2.8309,-1.6861,10.6674,-3.6605,-0.396,9.0892,-1.3189,-1.8282,-1.6876,0.847,0.1888,-0.2114,70.4178,30,-1.5,-45.3,254.34,2.4,21.44,2,1003.11,55.899,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,143512,2018-03-09 10:31:52:807
-7.003,0.1581,7.482,-3.9623,0.9615,8.9188,-1.3898,-1.7786,0.4218,0.8422,-0.184,-0.1214,69.4173,31.8,-5.85,-43.8,253.61,-2.89,24.11,2,1003.11,54.938,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,144012,2018-03-09 10:31:53:307
0.5796,7.0174,2.4908,-0.5285,8.1254,5.4653,-0.2092,-1.4207,-3.4631,2.9829,-0.6911,1.0973,48.5322,-4.8,-44.7,-20.4,155.69,-15.12,15.72,2,1003.12,53.492,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,144512,2018-03-09 10:31:53:807
-5.657,5.954,12.32,-2.5041,5.3205,7.8481,-0.904,-0.7079,-1.1638,-4.1443,2.5479,-1.453,35.9923,6.15,-38.55,-32.4,165.25,-32.86,17.7,2,1003.1,59.124,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,145012,2018-03-09 10:31:54:307
-0.9293,1.3843,8.9382,-1.5474,0.8059,9.6502,-1.4264,-0.3192,1.433,0.0268,-0.5616,0.5641,72.2818,9.75,-12.6,-49.35,171.27,-6.28,12.85,2,1003.08,56.458,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,145512,2018-03-09 10:31:54:807
-2.1459,1.0155,9.9393,-0.9953,0.0181,9.756,0.115,0.2805,-0.5526,-0.4196,0.1835,0.2381,74.956,1.2,-8.25,-52.8,150.98,-0.11,5.82,2,1003.08,53.957,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,146012,2018-03-09 10:31:55:307
-0.57,-0.7712,9.6423,-0.5518,-0.7327,9.7637,-0.2846,-0.4945,1.3156,0.1722,-0.3182,0.2482,79.2156,-1.05,-3.45,-56.7,141.08,4.43,4.99,2,1003.08,38.798,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,146512,2018-03-09 10:31:55:807
-0.4886,-0.3976,9.3741,-0.3366,-0.5607,9.7848,-0.0862,0.1725,-0.3743,0.1115,-0.0013,-0.107,77.0614,-4.65,-6.15,-55.65,144.81,3.61,1.74,2,1003.09,59.544,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,147011,2018-03-09 10:31:56:306
-0.7089,-0.7951,10.2124,-0.2854,-0.4855,9.7905,-0.4432,-0.2543,0.2968,0.0087,0.011,0.0208,76.6273,-3,-7.2,-54.45,154.85,3.03,1.72,2,1003.1,43.46,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,147512,2018-03-09 10:31:56:807
-0.6898,-0.6562,9.9202,-0.2006,-0.5115,9.7912,-0.2394,-0.1685,0.2411,0.0049,-0.0668,0.1018,76.6273,-5.55,-5.55,-53.85,138.38,3.28,1.24,2,1003.09,56.71,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,148011,2018-03-09 10:31:57:306
-0.273,-0.4646,10.1645,-0.0321,-0.226,9.804,-0.2521,-0.006,0.0292,0.1024,-0.0343,0.0512,74.6426,-6.75,-6.15,-54.9,136.99,1.99,0.39,2,1003.1,50.733,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,148512,2018-03-09 10:31:57:807
-0.2874,-0.2826,10.016,-0.0379,-0.0847,9.8062,-0.0564,-0.1751,0.2528,-0.0254,-0.0146,-0.017,73.8951,-6.75,-8.25,-53.55,138.78,0.34,0.31,2,1003.11,49.637,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,149012,2018-03-09 10:31:58:307
-0.4024,-0.0192,10.1501,-0.1397,-0.1562,9.8044,-0.2377,0.2396,0.242,-0.0228,-0.0029,0.0682,74.3292,-6.6,-8.1,-55.05,138.47,0.69,0.7,2,1003.12,52.423,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,149512,2018-03-09 10:31:58:807
-0.8622,0,10.0543,-0.2389,-0.3699,9.7968,0.1257,-0.1912,0.4655,0.1338,-0.0759,-0.1789,75.5688,-5.55,-7.05,-53.85,140.98,2.16,1.4,2,1003.11,58.039,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,150011,2018-03-09 10:31:59:306
0.4455,-0.7233,10.883,-0.0244,-0.2541,9.8033,0.4071,0.1815,-0.1282,0.2584,0.175,-0.2114,74.6426,-6.45,-7.2,-56.1,143.99,1.48,0.14,2,1003.11,53.24,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,150512,2018-03-09 10:31:59:807
-0.0335,-0.0431,10.289,-0.2076,0.0212,9.8044,-0.0874,-0.0019,0.2665,-0.0532,0.1116,0.1625,73.2707,-5.85,-7.65,-53.85,139.26,-0.34,0.65,2,1003.11,51.432,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,151011,2018-03-09 10:32:00:306
-1.8969,-0.1054,9.901,-2.1689,-0.2746,9.5599,0.6793,0.8693,-0.2116,-0.3472,1.8613,1.1442,74.6426,-2.55,-9,-54.45,145.34,0.92,4.06,2,1003.1,49.208,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,151511,2018-03-09 10:32:00:806
-4.0715,-0.5461,8.6652,-3.6412,-0.3949,9.097,-0.6883,0.0464,-0.5479,0.1423,-0.1718,-0.4175,87.1175,12,-8.25,-52.05,141.65,2,21.38,2,1003.1,51.485,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,152011,2018-03-09 10:32:01:306
-1.0059,1.049,9.5705,-2.0227,0.9074,9.5528,1.0113,0.1001,0.8175,0.2398,-0.2128,0.4283,78.1687,-0.9,-13.8,-51.6,128.22,-5.31,11.96,2,1003.11,48.068,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,152512,2018-03-09 10:32:01:807
-2.1986,1.073,9.7573,-2.1229,1.1431,9.5056,-0.2992,-0.171,0.1742,-0.1107,0.1004,-0.3137,73.208,-0.3,-15,-49.8,128.95,-7.84,11.68,2,1003.12,36.817,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,153012,2018-03-09 10:32:02:307
-1.3412,1.5711,9.6471,-1.8421,1.2168,9.5549,0.4009,0.2506,0.0869,0.1998,-0.1681,0.1434,73.15,-1.5,-16.2,-50.4,136.61,-5.63,12.16,2,1003.12,50.498,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,153511,2018-03-09 10:32:02:806
-1.2023,1.4993,9.8819,-1.2984,1.5513,9.5957,0.4017,-0.1226,0.1782,-4.00E-04,0.0711,0.0107,69.0574,-5.4,-16.65,-49.95,128.37,-8.9,7.71,2,1003.12,47.893,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,154012,2018-03-09 10:32:03:307
-1.4705,0.9149,10.0112,-1.7546,1.1443,9.5803,0.2466,-0.2577,0.3733,-0.0936,0.1249,-0.0899,70.8635,-2.4,-15,-50.55,128.37,-7.58,9.58,2,1003.12,48.055,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-May,154511,2018-03-09 10:32:03:806
1.4658,2.4333,7.9323,-2.3957,0.057,9.5094,2.5345,-0.2203,-1.3719,-0.7301,0.5302,-1.0471,74.0762,3,-11.7,-51.15,130.8,-6.04,12,2,1003.12,46.729,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,155011,2018-03-09 10:32:04:306
-1.0059,-0.4503,10.107,-2.0775,0.0665,9.5838,0.7001,-0.6963,0.887,0.1857,-0.2052,0.261,79.529,1.95,-11.4,-53.55,138.28,-0.39,12.23,2,1003.13,44.826,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,155512,2018-03-09 10:32:04:807
-1.7148,1.6286,9.2879,-1.6265,1.3832,9.5714,-0.1759,0.5112,-0.1462,-0.186,-0.1109,0.1209,69.4451,-1.8,-17.1,-50.1,135.67,-7.4,9.6,2,1003.12,47.369,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,156012,2018-03-09 10:32:05:307
-0.752,0.5652,8.4257,-1.428,0.9465,9.6559,1.0638,0.9078,-2.2597,-1.3072,0.4079,-0.4522,74.6426,-4.5,-17.85,-50.1,134.44,-8.57,7.74,2,1003.12,45.107,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,156511,2018-03-09 10:32:05:806
-0.3018,1.4322,9.925,-1.2032,1.1655,9.6625,0.8063,-0.0079,0.3838,0.2246,-0.1844,0.1614,70.5501,-4.65,-13.5,-51.15,127.11,-5.46,8.13,2,1003.11,45.512,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,157012,2018-03-09 10:32:06:307
-1.1544,1.5041,9.7813,-1.122,1.6844,9.5955,-0.0224,-0.1598,0.2239,-0.0651,0.0223,0.1614,68.1893,-4.35,-17.7,-50.7,129.64,-10.08,6.57,2,1003.11,46.119,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,157512,2018-03-09 10:32:06:807
-1.073,1.5376,9.9154,-0.8792,1.5829,9.638,-0.1465,-0.0355,0.2701,-0.0588,-0.0102,-0.0421,67.6971,-6.15,-16.2,-50.4,120.92,-9.36,5.88,2,1003.11,37.402,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,158015,2018-03-09 10:32:07:310
-0.8383,1.2933,10.0543,-0.9861,1.0634,9.6988,0.2231,0.13,0.0442,-0.1775,-0.0097,0.0964,68.7557,-6.9,-12.6,-51.3,122.74,-8.23,5.59,2,1003.11,39.414,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,158511,2018-03-09 10:32:07:806
-0.479,-0.0479,10.0926,-0.8453,0.0817,9.7698,0.3518,-0.1467,0.3772,0.1181,-0.031,0.0858,73.2823,-7.95,-6,-54.15,112.13,-0.93,4.94,2,1003.11,45.446,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,159011,2018-03-09 10:32:08:306
-1.0538,-0.5365,9.992,-1.1507,-0.1855,9.7371,-0.0066,-0.4358,0.2771,0.003,0.0238,0.0634,74.5846,-7.05,-4.35,-54.9,109.96,0.81,6.42,2,1003.12,43.825,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,159512,2018-03-09 10:32:08:807
-1.3173,-0.3305,10.0016,-1.227,-0.0417,9.7295,-0.0295,-0.2239,0.1673,-0.0082,0.0105,-0.1017,75.7011,-7.35,-7.05,-54.6,117.6,0.24,7.19,2,1003.11,42.666,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,160013,2018-03-09 10:32:09:308
-1.1209,-0.2251,10.0447,-1.0117,0.0823,9.754,0.135,-0.1655,0.1874,0.051,-0.0561,0.065,75.5688,-8.7,-6.6,-55.5,114.5,-0.11,6.33,2,1003.11,42.14,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,160511,2018-03-09 10:32:09:806
0,0.5317,8.761,-0.0982,0.4223,9.7971,-0.8135,-0.2101,0.1339,0.4851,0.026,-0.025,69.6239,-14.55,-9.75,-53.85,116.27,-2.47,0.57,2,1003.11,47.48,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,161011,2018-03-09 10:32:10:306
-0.1102,0.8383,10.0687,-0.4992,0.9154,9.7511,0.2673,-0.1237,0.3646,0.0025,0.0345,0.0288,69.6703,-11.25,-12.75,-53.25,120.04,-5.48,2.98,2,1003.09,61.303,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,161512,2018-03-09 10:32:10:807
0.091,0.1389,10.2986,-0.6571,0.6207,9.7649,0.5544,-0.7031,0.8902,-0.1371,0.011,0.2397,71.0422,-10.95,-11.4,-53.25,116.51,-4.1,3.83,2,1003.1,57.621,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,162013,2018-03-09 10:32:11:308
